,PRODUCTO,PRESENTACION,MARCA,CATEGORIA,CATALOGO,PRECIO,FECHAREGISTRO,CADENACOMERCIAL,GIRO,NOMBRECOMERCIAL,DIRECCION,ESTADO,MUNICIPIO,LATITUD,LONGITUD
472083,Carne Cerdo,1 Kg. Granel. Cabeza,S/M,Carne y Visceras de Cerdo,Basicos,52,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472084,Carne Cerdo,1 Kg. Granel. Chuleta Ahumada o Entrecot Ahumado,S/M,Carne y Visceras de Cerdo,Basicos,114,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472085,Carne Cerdo,1 Kg. Granel. Chuleta Arriera o Chuleta Mixta,S/M,Carne y Visceras de Cerdo,Pacic,120,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472086,Carne Cerdo,1 Kg. Granel. Codillo,S/M,Carne y Visceras de Cerdo,Pacic,138,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472087,Carne Cerdo,1 Kg. Granel. Espinazo o Espinazo Cargado,S/M,Carne y Visceras de Cerdo,Basicos,70,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472088,Carne Cerdo,1 Kg. Granel. Manitas,S/M,Carne y Visceras de Cerdo,Basicos,80,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472089,Carne Cerdo,1 Kg. Granel. Molida o Pulpa Molida,S/M,Carne y Visceras de Cerdo,Basicos,112,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472090,Carne Cerdo,1 Kg. Granel. Pierna Entera con Hueso o Pernil con Hueso,S/M,Carne y Visceras de Cerdo,Basicos,92,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472091,Carne Cerdo,1 Kg. Granel. Pierna Entera Sin Hueso o Pernil Sin Hueso,S/M,Carne y Visceras de Cerdo,Basicos,104,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472092,Carne Pollo,1 Kg. Granel. Entero,Bachoco,Carne de Ave,Basicos,44,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472093,Carne Pollo,1 Kg. Granel. Entero. con Vísceras o Tipo Super o Entero Supermercado o Canal Entera,S/M,Carne de Ave,Pacic,44,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472094,Carne Pollo,1 Kg. Granel. Muslo (con Piel),S/M,Carne de Ave,Basicos,99,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472095,Carne Pollo,1 Kg. Granel. Pechuga con Hueso o Anatómica o Sin Rabadilla (con Piel),S/M,Carne de Ave,Basicos,84,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472096,Carne Pollo,1 Kg. Granel. Pechuga Sin Hueso (sin Piel),S/M,Carne de Ave,Basicos,134,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472097,Carne Pollo,1 Kg. Granel. Pierna o Pierna Bate,S/M,Carne de Ave,Basicos,82,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472098,Carne Res,1 Kg. Granel. Bistec Corte Delgado o Bistec,S/M,Carne y Visceras de Res,Basicos,249,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472099,Carne Res,1 Kg. Granel. Carne para Asar,S/M,Carne y Visceras de Res,Basicos,250,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472100,Carne Res,1 Kg. Granel. Falda o para Deshebrar o Deshebrada,S/M,Carne y Visceras de Res,Basicos,219,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472101,Carne Res,1 Kg. Granel. Milanesa de Bola o Auténtica de Bola o de Bola Corte Delgado o de Pulpa Bola,S/M,Carne y Visceras de Res,Basicos,248,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472102,Carne Res,1 Kg. Granel. Panza o Menudo. Crudos,S/M,Carne y Visceras de Res,Basicos,110,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472103,Carne Res,Paquete 500 Gr. Hígado Rebanado,Sukarne,Carne y Visceras de Res,Basicos,37,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472198,Frijol,Bolsa 900 Gr. Negro. Querétaro,Aurrera,Legumbres Secas,Pacic,21,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472199,Frijol,Bolsa 907 Gr. Pinto,Schettino,Legumbres Secas,Basicos,30,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472200,Frijol,Bolsa 1 Kg. Negro,Verde Valle,Legumbres Secas,Basicos,49,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472201,Frijol,Bolsa 1 Kg. Negro. Jamapa,Verde Valle,Legumbres Secas,Basicos,65,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472202,Frijol,Bolsa 1 Kg. Pinto,Verde Valle,Legumbres Secas,Basicos,44,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472203,Frijoles,Bolsa 430 Gr. Refritos. Negros,Isadora,Frutas y Legumbres Procesadas,Basicos,19,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472220,Harina de Arroz,Caja 500 Gr.,Tres Estrellas,Arroz y Cereales Preparados,Basicos,34,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472221,Harina de Maíz,Caja 425 Gr. Fécula. Natural,Maizena,Tortillas y Derivados del Maiz,Basicos,61,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472222,Harina de Maíz,Paquete 1 Kg.,Maseca,Tortillas y Derivados del Maiz,Basicos,19,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472231,Huevo,Paquete C/18 Blanco,Bachoco,Huevo,Basicos,58,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472232,Huevo,Paquete C/18 Blanco,Bachoco,Huevo,Pacic,62,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472233,Huevo,Paquete C/18 Rojo,Bachoco,Huevo,Basicos,62,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472234,Huevo,Paquete C/18 Blanco,Rancho Grande,Huevo,Pacic,55,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472269,Leche en Polvo,Bolsa 480 Gr.,Nido. Entera. Forticrece,Leche Procesada,Basicos,99,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472270,Leche en Polvo,Lata. 1.08 Kg.,Nido. Entera. Forticrece,Leche Procesada,Basicos,184,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472271,Leche en Polvo,Lata 1.5 Kg. (alimento para Niños...),Nido. Kinder,Leche Procesada,Basicos,294,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472272,Leche en Polvo,Lata 360 Gr. (alimento para Niños...),Nido. Kinder,Leche Procesada,Basicos,92,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472273,Leche Evaporada,Lata 360 Gr. Evaporada Parcialmente Descremada,Carnation. Clavel,Leche Procesada,Basicos,24.5,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472274,Leche Evaporada,Lata 360 Gr. Reducida en Grasa,Carnation. Clavel,Leche Procesada,Basicos,25,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472275,Leche Ultrapasteurizada,Envase o Caja 1 Lt. Entera,Great Value,Leche Procesada,Pacic,20,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472276,Leche Ultrapasteurizada,Caja 1 Lt. Entera,Lala,Leche Procesada,Basicos,37,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472277,Leche Ultrapasteurizada,Caja 1 Lt. Parcialmente Descremada. Light. Baja en Grasa,Lala,Leche Procesada,Basicos,37,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472278,Leche Ultrapasteurizada,Caja 1 Lt. Semidescremada. Reducida en Grasa,Lala,Leche Procesada,Basicos,37,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472279,Leche Ultrapasteurizada,Caja 1 Lt. Entera,Santa Clara,Leche Procesada,Basicos,33,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472280,Leche Ultrapasteurizada,Caja 1 Lt. Entera,Santa Clara,Leche Procesada,Pacic,33,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472281,Leche Ultrapasteurizada,Caja 1 Lt. Light,Santa Clara,Leche Procesada,Basicos,37,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472291,Maíz Palomero,Bolsa 500 Gr.,Schettino,Legumbres Secas,Basicos,15,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472292,Maíz Palomero,Bolsa 500 Gr.,Verde Valle,Legumbres Secas,Basicos,25,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472498,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Basicos,13.5,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472499,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Pacic,13.5,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472500,Tostadas de Maíz,Caja 240 Gr. Horneadas Sin Grasa. Maíz Blanco,Saníssimo,Tortillas y Derivados del Maiz,Basicos,43,2026/02/25,Bodega Aurrera,Supermercado / Tienda de Autoservicio,Bodega Aurrera Sucursal Camino del Seri,Blvd. Camino del Seri S/n. Esq. Quintero Arce. Col. Paseo San Angel. Cp. 83287,Sonora,Hermosillo,29.059734,-111.003909
472534,Arroz,Bolsa 900 Gr. Super Extra,La Merced,Arroz y Cereales Preparados,Basicos,32.5,2026/02/25,Farmacia Guadalajara,Farmacias,Farmacia Guadalajara Sucursal 1454,Reforma 191. Entre Ventura G. Tena y Almada. Col. Balderrama. Cp. 83180,Sonora,Hermosillo,29.102709,-110.968883
472595,Harina de Maíz,Paquete 1 Kg.,Maseca,Tortillas y Derivados del Maiz,Basicos,20,2026/02/25,Farmacia Guadalajara,Farmacias,Farmacia Guadalajara Sucursal 1454,Reforma 191. Entre Ventura G. Tena y Almada. Col. Balderrama. Cp. 83180,Sonora,Hermosillo,29.102709,-110.968883
472596,Harina de Maíz,Paquete 1 Kg. Maíz Blanco. Nixtamalizado,Minsa,Tortillas y Derivados del Maiz,Basicos,19,2026/02/25,Farmacia Guadalajara,Farmacias,Farmacia Guadalajara Sucursal 1454,Reforma 191. Entre Ventura G. Tena y Almada. Col. Balderrama. Cp. 83180,Sonora,Hermosillo,29.102709,-110.968883
472612,Leche Evaporada,Lata 360 Gr. Evaporada Parcialmente Descremada,Carnation. Clavel,Leche Procesada,Basicos,24,2026/02/25,Farmacia Guadalajara,Farmacias,Farmacia Guadalajara Sucursal 1454,Reforma 191. Entre Ventura G. Tena y Almada. Col. Balderrama. Cp. 83180,Sonora,Hermosillo,29.102709,-110.968883
472613,Leche Ultrapasteurizada,Caja 1 Lt. Entera,Lala,Leche Procesada,Basicos,37,2026/02/25,Farmacia Guadalajara,Farmacias,Farmacia Guadalajara Sucursal 1454,Reforma 191. Entre Ventura G. Tena y Almada. Col. Balderrama. Cp. 83180,Sonora,Hermosillo,29.102709,-110.968883
472614,Leche Ultrapasteurizada,Caja 1 Lt. Semidescremada. Reducida en Grasa,Lala,Leche Procesada,Basicos,37,2026/02/25,Farmacia Guadalajara,Farmacias,Farmacia Guadalajara Sucursal 1454,Reforma 191. Entre Ventura G. Tena y Almada. Col. Balderrama. Cp. 83180,Sonora,Hermosillo,29.102709,-110.968883
472615,Leche Ultrapasteurizada,Caja 1 Lt. Entera,Santa Clara,Leche Procesada,Basicos,36,2026/02/25,Farmacia Guadalajara,Farmacias,Farmacia Guadalajara Sucursal 1454,Reforma 191. Entre Ventura G. Tena y Almada. Col. Balderrama. Cp. 83180,Sonora,Hermosillo,29.102709,-110.968883
472616,Leche Ultrapasteurizada,Caja 1 Lt. Light,Santa Clara,Leche Procesada,Basicos,36,2026/02/25,Farmacia Guadalajara,Farmacias,Farmacia Guadalajara Sucursal 1454,Reforma 191. Entre Ventura G. Tena y Almada. Col. Balderrama. Cp. 83180,Sonora,Hermosillo,29.102709,-110.968883
472713,Tostadas de Maíz,Caja 216 Gr. Clásicas. Horneadas Sin Grasa. Maíz Blanco,Saníssimo,Tortillas y Derivados del Maiz,Basicos,40.5,2026/02/25,Farmacia Guadalajara,Farmacias,Farmacia Guadalajara Sucursal 1454,Reforma 191. Entre Ventura G. Tena y Almada. Col. Balderrama. Cp. 83180,Sonora,Hermosillo,29.102709,-110.968883
472851,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Basicos,35,2026/02/25,Tortillerias Tradicionales,Tortillerías,Tortillería la Mejor,General Piña 144. Entre Tabasco y Campeche. Col. San Benito. Cp. 83190,Sonora,Hermosillo,29.098608,-110.964403
473683,Arroz,Bolsa 900 Gr. Super Extra,Ley,Arroz y Cereales Preparados,Pacic,15.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473684,Arroz,Bolsa 900 Gr. Super Extra,Verde Valle,Arroz y Cereales Preparados,Basicos,38.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473756,Carne Cerdo,1 Kg. Granel. Chuleta Natural,Bachoco,Carne y Visceras de Cerdo,Basicos,124.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473757,Carne Cerdo,1 Kg. Granel. Chuleta o Chuleta Natural o Fresca/chuleta de Puerco Entrecortada o Lomo Deshuesado de Puerco o Chuleta Natural Lomo de Puerco,S/M,Carne y Visceras de Cerdo,Basicos,103.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473758,Carne Cerdo,1 Kg. Granel. Chuleta Ahumada o Entrecot Ahumado,S/M,Carne y Visceras de Cerdo,Basicos,149.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473759,Carne Cerdo,1 Kg. Granel. Espinazo o Espinazo Cargado,S/M,Carne y Visceras de Cerdo,Basicos,42.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473760,Carne Cerdo,1 Kg. Granel. Manitas,S/M,Carne y Visceras de Cerdo,Basicos,62.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473761,Carne Cerdo,1 Kg. Granel. Pierna Entera Sin Hueso o Pernil Sin Hueso,S/M,Carne y Visceras de Cerdo,Basicos,103.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473762,Carne Pollo,1 Kg. Granel. Muslo (con Piel),S/M,Carne de Ave,Basicos,46.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473763,Carne Pollo,1 Kg. Granel. Muslo (sin Piel) o Light,S/M,Carne de Ave,Basicos,101.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473764,Carne Pollo,1 Kg. Granel. Pechuga. Filete,S/M,Carne de Ave,Basicos,119.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473765,Carne Pollo,1 Kg. Granel. Pierna o Pierna Bate,S/M,Carne de Ave,Basicos,82.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473766,Carne Res,1 Kg. Granel. Bistec Diezmillo o Diezmillo Sin Hueso,S/M,Carne y Visceras de Res,Basicos,247.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473767,Carne Res,1 Kg. Granel. Chuleta del 7,S/M,Carne y Visceras de Res,Pacic,145.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
