,PRODUCTO,PRESENTACION,MARCA,CATEGORIA,CATALOGO,PRECIO,FECHAREGISTRO,CADENACOMERCIAL,GIRO,NOMBRECOMERCIAL,DIRECCION,ESTADO,MUNICIPIO,LATITUD,LONGITUD
473768,Carne Res,1 Kg. Granel. Falda o para Deshebrar o Deshebrada,S/M,Carne y Visceras de Res,Basicos,299.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473769,Carne Res,1 Kg. Granel. Hígado,S/M,Carne y Visceras de Res,Basicos,44.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473770,Carne Res,1 Kg. Granel. Panza o Menudo. Crudos,S/M,Carne y Visceras de Res,Basicos,129.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473771,Carne Res,Paquete 500 Gr. Hígado Rebanado,Sukarne,Carne y Visceras de Res,Basicos,36.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473930,Frijol,Bolsa 900 Gr. Pinto (nacional),La Merced,Legumbres Secas,Basicos,58.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473931,Frijol,Bolsa 900 Gr. Negro,Ley,Legumbres Secas,Pacic,20.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473932,Frijol,Bolsa 1 Kg. Negro. Jamapa,Verde Valle,Legumbres Secas,Basicos,78.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473933,Frijol,Bolsa 900 Gr. Pinto,Verde Valle,Legumbres Secas,Basicos,39.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473934,Frijoles,Bolsa 400 Gr. Refritos. Negros,Isadora,Frutas y Legumbres Procesadas,Basicos,20.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473935,Frijoles,Bolsa 430 Gr. Refritos. Bayos,La Sierra,Frutas y Legumbres Procesadas,Basicos,19.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473962,Harina de Arroz,Caja 500 Gr.,Tres Estrellas,Arroz y Cereales Preparados,Basicos,28.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473963,Harina de Maíz,Caja 425 Gr. Fécula. Natural,Maizena,Tortillas y Derivados del Maiz,Basicos,64.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473964,Harina de Maíz,Paquete 1 Kg.,Maseca,Tortillas y Derivados del Maiz,Basicos,18.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473965,Harina de Maíz,Paquete 1 Kg. Maíz Blanco. Nixtamalizado,Minsa,Tortillas y Derivados del Maiz,Basicos,18.5,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473973,Huevo,Paquete C/12 Blanco,Bachoco,Huevo,Basicos,52.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473974,Huevo,Paquete C/18 Blanco,Bachoco,Huevo,Basicos,48.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
473975,Huevo,Paquete C/18 Blanco,Bachoco,Huevo,Pacic,48.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474025,Leche Condensada,Lata 385 Gr.,La Lechera. Cero,Leche Procesada,Basicos,34.5,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474026,Leche Condensada,Botella 335 Gr. (plástico),La Lechera. Original,Leche Procesada,Basicos,47,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474027,Leche Condensada,Lata 100 Gr.,La Lechera. Original,Leche Procesada,Basicos,12.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474028,Leche Condensada,Lata 375 Gr.,La Lechera. Original,Leche Procesada,Basicos,25,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474029,Leche en Polvo,Bolsa 480 Gr.,Nido. Entera. Forticrece,Leche Procesada,Basicos,89.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474030,Leche en Polvo,Lata 1.4 Kg. (alimento para Niños...),Nido. Kinder,Leche Procesada,Basicos,282.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474031,Leche en Polvo,Lata 360 Gr. (alimento para Niños...),Nido. Kinder,Leche Procesada,Basicos,84.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474032,Leche Evaporada,Lata 360 Gr. Evaporada Parcialmente Descremada,Carnation. Clavel,Leche Procesada,Basicos,20,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474033,Leche Evaporada,Lata 360 Gr. Reducida en Grasa,Carnation. Clavel,Leche Procesada,Basicos,24.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474034,Leche Ultrapasteurizada,Caja 1 Lt. Parcialmente Descremada. Light,Alpura,Leche Procesada,Basicos,36,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474035,Leche Ultrapasteurizada,Caja 1 Lt. Parcialmente Descremada. Azul,Alpura. Clásica,Leche Procesada,Basicos,36.5,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474036,Leche Ultrapasteurizada,Caja 1 Lt. Entera,Lala,Leche Procesada,Basicos,37,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474037,Leche Ultrapasteurizada,Caja 1 Lt. Parcialmente Descremada. Light. Baja en Grasa,Lala,Leche Procesada,Basicos,37,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474038,Leche Ultrapasteurizada,Caja 1 Lt. Semidescremada. Reducida en Grasa,Lala,Leche Procesada,Basicos,36.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474039,Leche Ultrapasteurizada,Caja 1 Lt. Entera,Santa Clara,Leche Procesada,Basicos,35.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474040,Leche Ultrapasteurizada,Caja 1 Lt. Light,Santa Clara,Leche Procesada,Basicos,37,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474055,Maíz Palomero,Bolsa 500 Gr.,Verde Valle,Legumbres Secas,Basicos,23.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474305,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Basicos,15.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474306,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Pacic,15.9,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474307,Tostadas de Maíz,Paquete 324 Gr. Onduladas,Milpa Real,Tortillas y Derivados del Maiz,Basicos,34.5,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474308,Tostadas de Maíz,Caja 216 Gr. Clásicas. Horneadas Sin Grasa. Maíz Blanco,Saníssimo,Tortillas y Derivados del Maiz,Basicos,41.5,2026/02/26,Ley,Supermercado / Tienda de Autoservicio,Ley Sucursal Blvd. Kino,Blvd. Eusebio Kino y Revolucion S/n. Esq. Revolucion. Col. Cinco de Mayo. Cp. 83270,Sonora,Hermosillo,29.097565,-110.949496
474328,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Basicos,32,2026/02/26,Tortillerias Tradicionales,Tortillerías,Tortillería el Chino,Boulevard Solidaridad 135-b. Entre Ahome y los Pericos. Col. Emiliano Zapta. Cp. 83280,Sonora,Hermosillo,29.04922,-110.963444
474329,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Basicos,31,2026/02/26,Tortillerias Tradicionales,Tortillerías,Tortillería la Maxima,Av. Cruz Gálvez 25. Esq. Agustin Vildósola. Col. Villa de Seris. Cp. 83280,Sonora,Hermosillo,29.053385,-110.955992
474330,Tortilla de Maíz,1 Kg. Granel,S/M,Tortillas y Derivados del Maiz,Basicos,32,2026/02/26,Tortillerias Tradicionales,Tortillerías,Tortillería R. Maya,Av. Tamaulipas 78. Entre Rafaela de Romero y Rayon. Col. Centro. Cp. 83100,Sonora,Hermosillo,29.093733,-110.947868
474656,Arroz,Bolsa 900 Gr. Extra. Grano Largo,Precíssimo,Arroz y Cereales Preparados,Basicos,15.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474657,Arroz,Bolsa 900 Gr. Super Extra. Verde,Schettino,Arroz y Cereales Preparados,Basicos,22.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474658,Arroz,Bolsa 907 Gr. Super Extra. Grano Grueso,Sos,Arroz y Cereales Preparados,Basicos,32.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474741,Carne Cerdo,1 Kg. Granel. Chuleta Natural,Bachoco,Carne y Visceras de Cerdo,Basicos,99,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474742,Carne Cerdo,1 Kg. Granel. Chuleta o Chuleta Natural o Fresca/chuleta de Puerco Entrecortada o Lomo Deshuesado de Puerco o Chuleta Natural Lomo de Puerco,S/M,Carne y Visceras de Cerdo,Basicos,116.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474743,Carne Cerdo,1 Kg. Granel. Chuleta Ahumada o Entrecot Ahumado,S/M,Carne y Visceras de Cerdo,Basicos,99,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474744,Carne Cerdo,1 Kg. Granel. Espinazo o Espinazo Cargado,S/M,Carne y Visceras de Cerdo,Basicos,41.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474745,Carne Cerdo,1 Kg. Granel. Manitas,S/M,Carne y Visceras de Cerdo,Basicos,69,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474746,Carne Cerdo,1 Kg. Granel. Milanesa o Milanesa de Pierna,S/M,Carne y Visceras de Cerdo,Basicos,119.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474747,Carne Cerdo,1 Kg. Granel. Molida o Pulpa Molida,S/M,Carne y Visceras de Cerdo,Basicos,119,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474748,Carne Cerdo,1 Kg. Granel. Pierna Entera Sin Hueso o Pernil Sin Hueso,S/M,Carne y Visceras de Cerdo,Basicos,119,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474749,Carne Cerdo,1 Kg. Granel. Pulpa en Trocitos,S/M,Carne y Visceras de Cerdo,Pacic,88.1,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474750,Carne Cerdo,1 Kg. Granel. Pulpa en Trozo,S/M,Carne y Visceras de Cerdo,Pacic,88.1,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474751,Carne Pollo,1 Kg. Granel. Entero,Bachoco,Carne de Ave,Basicos,39.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474752,Carne Pollo,1 Kg. Granel. Entero,Bachoco,Carne de Ave,Pacic,38.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474753,Carne Pollo,1 Kg. Granel. Muslo (con Piel),S/M,Carne de Ave,Basicos,74,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474754,Carne Pollo,1 Kg. Granel. Muslo (sin Piel) o Light,S/M,Carne de Ave,Basicos,105.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474755,Carne Pollo,1 Kg. Granel. Pechuga con Hueso o Anatómica o Sin Rabadilla (con Piel),S/M,Carne de Ave,Basicos,99,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474756,Carne Pollo,1 Kg. Granel. Pierna con Muslo. Corte Americano,S/M,Carne de Ave,Pacic,39.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474757,Carne Pollo,1 Kg. Granel. Pierna o Pierna Bate,S/M,Carne de Ave,Basicos,74,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474758,Carne Res,1 Kg. Granel. Bistec Diezmillo o Diezmillo Sin Hueso,S/M,Carne y Visceras de Res,Basicos,289.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474759,Carne Res,1 Kg. Granel. Bistec Flecha para Asar,S/M,Carne y Visceras de Res,Pacic,125.6,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474760,Carne Res,1 Kg. Granel. Bistec/chuleta del 0,S/M,Carne y Visceras de Res,Pacic,204,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474761,Carne Res,1 Kg. Granel. Falda o para Deshebrar o Deshebrada,S/M,Carne y Visceras de Res,Basicos,229,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474762,Carne Res,1 Kg. Granel. Hígado,S/M,Carne y Visceras de Res,Basicos,74.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474763,Carne Res,1 Kg. Granel. Milanesa de Bola o Auténtica de Bola o de Bola Corte Delgado o de Pulpa Bola,S/M,Carne y Visceras de Res,Basicos,239.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474764,Carne Res,1 Kg. Granel. Milanesa o de Corte Delgado o de Pulpa Blanca,S/M,Carne y Visceras de Res,Basicos,239,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474765,Carne Res,1 Kg. Granel. Molida,S/M,Carne y Visceras de Res,Basicos,154.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474766,Carne Res,1 Kg. Granel. Molida Especial 80/20,S/M,Carne y Visceras de Res,Basicos,95.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474767,Carne Res,1 Kg. Granel. Molida Top Sirlion 90/10 o de Sirlion 90/10,S/M,Carne y Visceras de Res,Basicos,218,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474768,Carne Res,Paquete 500 Gr. Hígado Rebanado,Sukarne,Carne y Visceras de Res,Basicos,32,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474975,Frijol,Bolsa 908 Gr. Negro,Precíssimo,Legumbres Secas,Basicos,22.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474976,Frijol,Bolsa 908 Gr. Negro,Precíssimo,Legumbres Secas,Pacic,22.9,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474977,Frijol,Bolsa 908 Gr. Pinto,Precíssimo,Legumbres Secas,Basicos,28.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
474978,Frijol,Bolsa 900 Gr. Pinto,Schettino,Legumbres Secas,Basicos,32.5,2026/02/27,Hipermercado Soriana,Supermercado / Tienda de Autoservicio,Soriana Hiper Sucursal Vado del Rio,Blvd. Paseo Rio Sonora Norte 218. Col. Proyecto Rio Sonora. Cp. 83000,Sonora,Hermosillo,29.064224,-110.967512
